mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2023-04-01 08:00:00,female,30-60,1,284
Centre Saint Martial,H&M,2023-04-01 09:00:00,male,30-60,5,280
Centre Saint Martial,H&M,2023-04-01 09:00:00,female,0-15,5,280
Centre Saint Martial,H&M,2023-04-01 09:00:00,male,0-15,5,280
Centre Saint Martial,H&M,2023-04-01 09:00:00,unknown,30-60,5,280
Centre Saint Martial,H&M,2023-04-01 09:00:00,male,15-30,5,280
Centre Saint Martial,H&M,2023-04-01 10:00:00,female,30-60,4,299
Centre Saint Martial,H&M,2023-04-01 10:00:00,male,15-30,4,299
Centre Saint Martial,H&M,2023-04-01 10:00:00,female,15-30,4,299
Centre Saint Martial,H&M,2023-04-01 10:00:00,unknown,15-30,4,299
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,unknown,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,0-15,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,male,60+,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,15-30,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,unknown,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,15-30,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,15-30,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,unknown,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,male,0-15,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,male,60+,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,15-30,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,male,0-15,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,male,0-15,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,unknown,60+,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,60+,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,15-30,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,unknown,15-30,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,unknown,60+,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,female,0-15,24,135
Centre Saint Martial,H&M,2023-04-01 11:00:00,male,30-60,24,135
Centre Saint Martial,H&M,2023-04-01 12:00:00,unknown,0-15,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,male,30-60,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,female,0-15,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,male,30-60,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,male,15-30,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,unknown,60+,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,female,15-30,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,female,30-60,22,282
Centre Saint Martial,H&M,2023-04-01 12:00:00,female,15-30,22,282
