mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2023-09-01 08:00:00,unknown,30-60,2,1111
Centre Saint Martial,H&M,2023-09-01 08:00:00,unknown,60+,2,1111
Centre Saint Martial,H&M,2023-09-01 09:00:00,male,0-15,5,2033
Centre Saint Martial,H&M,2023-09-01 09:00:00,female,0-15,5,2033
Centre Saint Martial,H&M,2023-09-01 09:00:00,female,15-30,5,2033
Centre Saint Martial,H&M,2023-09-01 09:00:00,male,0-15,5,2033
Centre Saint Martial,H&M,2023-09-01 09:00:00,unknown,0-15,5,2033
Centre Saint Martial,H&M,2023-09-01 10:00:00,male,60+,3,1835
Centre Saint Martial,H&M,2023-09-01 10:00:00,unknown,15-30,3,1835
Centre Saint Martial,H&M,2023-09-01 10:00:00,female,60+,3,1835
Centre Saint Martial,H&M,2023-09-01 11:00:00,unknown,30-60,5,1194
Centre Saint Martial,H&M,2023-09-01 11:00:00,male,60+,5,1194
Centre Saint Martial,H&M,2023-09-01 11:00:00,male,0-15,5,1194
Centre Saint Martial,H&M,2023-09-01 11:00:00,female,0-15,5,1194
Centre Saint Martial,H&M,2023-09-01 11:00:00,unknown,60+,5,1194
Centre Saint Martial,H&M,2023-09-01 12:00:00,female,30-60,7,1253
Centre Saint Martial,H&M,2023-09-01 12:00:00,unknown,15-30,7,1253
Centre Saint Martial,H&M,2023-09-01 12:00:00,female,60+,7,1253
Centre Saint Martial,H&M,2023-09-01 12:00:00,unknown,30-60,7,1253
Centre Saint Martial,H&M,2023-09-01 12:00:00,unknown,30-60,7,1253
Centre Saint Martial,H&M,2023-09-01 12:00:00,female,15-30,7,1253
Centre Saint Martial,H&M,2023-09-01 12:00:00,male,15-30,7,1253
Centre Saint Martial,H&M,2023-09-01 13:00:00,male,0-15,6,1333
Centre Saint Martial,H&M,2023-09-01 13:00:00,female,60+,6,1333
Centre Saint Martial,H&M,2023-09-01 13:00:00,female,30-60,6,1333
Centre Saint Martial,H&M,2023-09-01 13:00:00,unknown,15-30,6,1333
Centre Saint Martial,H&M,2023-09-01 13:00:00,unknown,0-15,6,1333
Centre Saint Martial,H&M,2023-09-01 13:00:00,male,30-60,6,1333
Centre Saint Martial,H&M,2023-09-01 14:00:00,female,0-15,7,762
Centre Saint Martial,H&M,2023-09-01 14:00:00,female,15-30,7,762
