mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2023-11-01 09:00:00,unknown,30-60,6,789
Centre Saint Martial,H&M,2023-11-01 09:00:00,male,30-60,6,789
Centre Saint Martial,H&M,2023-11-01 09:00:00,unknown,15-30,6,789
Centre Saint Martial,H&M,2023-11-01 09:00:00,male,30-60,6,789
Centre Saint Martial,H&M,2023-11-01 09:00:00,unknown,30-60,6,789
Centre Saint Martial,H&M,2023-11-01 09:00:00,unknown,0-15,6,789
Centre Saint Martial,H&M,2023-11-01 10:00:00,unknown,15-30,5,1647
Centre Saint Martial,H&M,2023-11-01 10:00:00,unknown,15-30,5,1647
Centre Saint Martial,H&M,2023-11-01 10:00:00,male,60+,5,1647
Centre Saint Martial,H&M,2023-11-01 10:00:00,male,30-60,5,1647
Centre Saint Martial,H&M,2023-11-01 10:00:00,male,60+,5,1647
Centre Saint Martial,H&M,2023-11-01 11:00:00,male,0-15,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,unknown,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,30-60,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,male,0-15,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,unknown,30-60,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,0-15,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,male,0-15,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,60+,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,unknown,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,unknown,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,30-60,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,female,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,unknown,0-15,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,unknown,60+,17,1117
Centre Saint Martial,H&M,2023-11-01 11:00:00,male,15-30,17,1117
Centre Saint Martial,H&M,2023-11-01 12:00:00,female,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,0-15,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,female,60+,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,15-30,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,female,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,0-15,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,female,60+,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,60+,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,0-15,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,0-15,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,female,0-15,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,15-30,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,60+,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,15-30,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,male,30-60,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,15-30,25,1710
Centre Saint Martial,H&M,2023-11-01 12:00:00,unknown,30-60,25,1710
