mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2024-11-01 08:00:00,male,60+,2,351
Centre Saint Martial,H&M,2024-11-01 08:00:00,unknown,60+,2,351
Centre Saint Martial,H&M,2024-11-01 09:00:00,male,30-60,4,265
Centre Saint Martial,H&M,2024-11-01 09:00:00,female,0-15,4,265
Centre Saint Martial,H&M,2024-11-01 09:00:00,unknown,60+,4,265
Centre Saint Martial,H&M,2024-11-01 09:00:00,unknown,30-60,4,265
Centre Saint Martial,H&M,2024-11-01 10:00:00,female,30-60,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,female,30-60,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,male,60+,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,male,0-15,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,female,60+,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,unknown,30-60,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,male,15-30,8,218
Centre Saint Martial,H&M,2024-11-01 10:00:00,female,0-15,8,218
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,15-30,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,30-60,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,female,15-30,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,30-60,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,60+,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,female,15-30,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,60+,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,female,30-60,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,60+,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,unknown,15-30,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,female,0-15,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,unknown,0-15,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,male,0-15,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,unknown,60+,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,female,15-30,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,unknown,15-30,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,unknown,0-15,18,306
Centre Saint Martial,H&M,2024-11-01 11:00:00,unknown,30-60,18,306
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,30-60,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,0-15,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,female,60+,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,0-15,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,unknown,30-60,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,30-60,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,0-15,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,15-30,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,unknown,15-30,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,female,30-60,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,unknown,15-30,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,female,60+,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,60+,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,0-15,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,unknown,60+,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,female,0-15,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,60+,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,male,0-15,19,257
Centre Saint Martial,H&M,2024-11-01 12:00:00,female,60+,19,257
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,30-60,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,unknown,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,30-60,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,male,15-30,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,0-15,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,unknown,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,male,0-15,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,male,30-60,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,male,15-30,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,male,30-60,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,unknown,30-60,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,female,60+,17,359
Centre Saint Martial,H&M,2024-11-01 13:00:00,unknown,0-15,17,359
Centre Saint Martial,H&M,2024-11-01 14:00:00,unknown,30-60,2,290
Centre Saint Martial,H&M,2024-11-01 14:00:00,female,60+,2,290
Centre Saint Martial,H&M,2024-11-01 15:00:00,unknown,15-30,1,316
Centre Saint Martial,H&M,2024-11-01 16:00:00,unknown,15-30,5,253
Centre Saint Martial,H&M,2024-11-01 16:00:00,male,30-60,5,253
Centre Saint Martial,H&M,2024-11-01 16:00:00,unknown,60+,5,253
Centre Saint Martial,H&M,2024-11-01 16:00:00,unknown,15-30,5,253
Centre Saint Martial,H&M,2024-11-01 16:00:00,male,15-30,5,253
Centre Saint Martial,H&M,2024-11-01 17:00:00,unknown,30-60,6,337
Centre Saint Martial,H&M,2024-11-01 17:00:00,male,15-30,6,337
Centre Saint Martial,H&M,2024-11-01 17:00:00,female,60+,6,337
Centre Saint Martial,H&M,2024-11-01 17:00:00,male,0-15,6,337
Centre Saint Martial,H&M,2024-11-01 17:00:00,unknown,30-60,6,337
Centre Saint Martial,H&M,2024-11-01 17:00:00,unknown,30-60,6,337
Centre Saint Martial,H&M,2024-11-01 18:00:00,unknown,60+,6,303
Centre Saint Martial,H&M,2024-11-01 18:00:00,female,30-60,6,303
Centre Saint Martial,H&M,2024-11-01 18:00:00,male,30-60,6,303
Centre Saint Martial,H&M,2024-11-01 18:00:00,female,30-60,6,303
Centre Saint Martial,H&M,2024-11-01 18:00:00,male,15-30,6,303
Centre Saint Martial,H&M,2024-11-01 18:00:00,female,60+,6,303
Centre Saint Martial,H&M,2024-11-01 19:00:00,female,30-60,3,358
Centre Saint Martial,H&M,2024-11-01 19:00:00,unknown,15-30,3,358
Centre Saint Martial,H&M,2024-11-01 19:00:00,female,30-60,3,358
Centre Saint Martial,H&M,2024-11-01 20:00:00,male,0-15,5,264
Centre Saint Martial,H&M,2024-11-01 20:00:00,unknown,15-30,5,264
Centre Saint Martial,H&M,2024-11-01 20:00:00,female,0-15,5,264
Centre Saint Martial,H&M,2024-11-01 20:00:00,female,0-15,5,264
Centre Saint Martial,H&M,2024-11-01 20:00:00,male,30-60,5,264
Centre Saint Martial,H&M,2024-11-01 21:00:00,female,30-60,6,319
Centre Saint Martial,H&M,2024-11-01 21:00:00,unknown,15-30,6,319
Centre Saint Martial,H&M,2024-11-01 21:00:00,male,15-30,6,319
