mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2024-02-01 08:00:00,female,15-30,6,284
Centre Saint Martial,H&M,2024-02-01 08:00:00,unknown,30-60,6,284
Centre Saint Martial,H&M,2024-02-01 08:00:00,male,60+,6,284
Centre Saint Martial,H&M,2024-02-01 08:00:00,female,15-30,6,284
Centre Saint Martial,H&M,2024-02-01 08:00:00,unknown,15-30,6,284
Centre Saint Martial,H&M,2024-02-01 08:00:00,unknown,15-30,6,284
Centre Saint Martial,H&M,2024-02-01 09:00:00,unknown,15-30,3,1019
Centre Saint Martial,H&M,2024-02-01 09:00:00,unknown,0-15,3,1019
Centre Saint Martial,H&M,2024-02-01 09:00:00,unknown,15-30,3,1019
Centre Saint Martial,H&M,2024-02-01 10:00:00,unknown,30-60,5,859
Centre Saint Martial,H&M,2024-02-01 10:00:00,male,30-60,5,859
Centre Saint Martial,H&M,2024-02-01 10:00:00,female,15-30,5,859
Centre Saint Martial,H&M,2024-02-01 10:00:00,unknown,30-60,5,859
Centre Saint Martial,H&M,2024-02-01 10:00:00,female,0-15,5,859
Centre Saint Martial,H&M,2024-02-01 11:00:00,unknown,60+,1,1292
Centre Saint Martial,H&M,2024-02-01 12:00:00,female,30-60,7,1228
Centre Saint Martial,H&M,2024-02-01 12:00:00,male,60+,7,1228
Centre Saint Martial,H&M,2024-02-01 12:00:00,male,60+,7,1228
Centre Saint Martial,H&M,2024-02-01 12:00:00,male,30-60,7,1228
Centre Saint Martial,H&M,2024-02-01 12:00:00,unknown,60+,7,1228
Centre Saint Martial,H&M,2024-02-01 12:00:00,unknown,60+,7,1228
Centre Saint Martial,H&M,2024-02-01 12:00:00,male,60+,7,1228
Centre Saint Martial,H&M,2024-02-01 13:00:00,unknown,15-30,5,1577
Centre Saint Martial,H&M,2024-02-01 13:00:00,female,60+,5,1577
Centre Saint Martial,H&M,2024-02-01 13:00:00,unknown,0-15,5,1577
Centre Saint Martial,H&M,2024-02-01 13:00:00,male,0-15,5,1577
Centre Saint Martial,H&M,2024-02-01 13:00:00,unknown,30-60,5,1577
Centre Saint Martial,H&M,2024-02-01 14:00:00,male,30-60,3,1576
Centre Saint Martial,H&M,2024-02-01 14:00:00,female,15-30,3,1576
Centre Saint Martial,H&M,2024-02-01 14:00:00,male,0-15,3,1576
Centre Saint Martial,H&M,2024-02-01 15:00:00,female,60+,5,1294
Centre Saint Martial,H&M,2024-02-01 15:00:00,female,30-60,5,1294
Centre Saint Martial,H&M,2024-02-01 15:00:00,female,0-15,5,1294
Centre Saint Martial,H&M,2024-02-01 15:00:00,unknown,30-60,5,1294
Centre Saint Martial,H&M,2024-02-01 15:00:00,unknown,60+,5,1294
Centre Saint Martial,H&M,2024-02-01 16:00:00,male,15-30,3,800
Centre Saint Martial,H&M,2024-02-01 16:00:00,female,15-30,3,800
Centre Saint Martial,H&M,2024-02-01 16:00:00,unknown,0-15,3,800
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,male,60+,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,15-30,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,male,15-30,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,male,0-15,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,male,0-15,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,15-30,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,15-30,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,60+,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,60+,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,male,0-15,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,female,30-60,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,0-15,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,0-15,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,60+,21,770
Centre Saint Martial,H&M,2024-02-01 17:00:00,unknown,15-30,21,770
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,30-60,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,0-15,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,30-60,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,60+,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,unknown,0-15,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,male,60+,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,male,30-60,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,15-30,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,unknown,15-30,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,60+,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,15-30,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,unknown,0-15,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,15-30,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,male,30-60,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,female,0-15,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,male,0-15,21,1309
Centre Saint Martial,H&M,2024-02-01 18:00:00,unknown,0-15,21,1309
