mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2023-02-01 08:00:00,male,60+,2,1504
Centre Saint Martial,H&M,2023-02-01 08:00:00,female,0-15,2,1504
Centre Saint Martial,H&M,2023-02-01 09:00:00,female,15-30,7,1581
Centre Saint Martial,H&M,2023-02-01 09:00:00,female,30-60,7,1581
Centre Saint Martial,H&M,2023-02-01 09:00:00,unknown,30-60,7,1581
Centre Saint Martial,H&M,2023-02-01 09:00:00,unknown,15-30,7,1581
Centre Saint Martial,H&M,2023-02-01 09:00:00,female,0-15,7,1581
Centre Saint Martial,H&M,2023-02-01 09:00:00,female,0-15,7,1581
Centre Saint Martial,H&M,2023-02-01 09:00:00,male,15-30,7,1581
Centre Saint Martial,H&M,2023-02-01 10:00:00,unknown,15-30,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,female,30-60,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,female,15-30,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,unknown,60+,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,unknown,60+,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,male,15-30,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,unknown,15-30,8,1911
Centre Saint Martial,H&M,2023-02-01 10:00:00,unknown,30-60,8,1911
Centre Saint Martial,H&M,2023-02-01 11:00:00,unknown,60+,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,male,60+,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,unknown,60+,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,male,0-15,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,female,0-15,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,female,0-15,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,unknown,0-15,8,994
Centre Saint Martial,H&M,2023-02-01 11:00:00,unknown,0-15,8,994
Centre Saint Martial,H&M,2023-02-01 12:00:00,male,0-15,6,1200
Centre Saint Martial,H&M,2023-02-01 12:00:00,unknown,0-15,6,1200
Centre Saint Martial,H&M,2023-02-01 12:00:00,male,60+,6,1200
Centre Saint Martial,H&M,2023-02-01 12:00:00,unknown,60+,6,1200
Centre Saint Martial,H&M,2023-02-01 12:00:00,unknown,60+,6,1200
Centre Saint Martial,H&M,2023-02-01 12:00:00,female,60+,6,1200
Centre Saint Martial,H&M,2023-02-01 13:00:00,male,15-30,7,1342
Centre Saint Martial,H&M,2023-02-01 13:00:00,female,30-60,7,1342
Centre Saint Martial,H&M,2023-02-01 13:00:00,unknown,60+,7,1342
Centre Saint Martial,H&M,2023-02-01 13:00:00,male,0-15,7,1342
Centre Saint Martial,H&M,2023-02-01 13:00:00,female,60+,7,1342
Centre Saint Martial,H&M,2023-02-01 13:00:00,male,60+,7,1342
Centre Saint Martial,H&M,2023-02-01 13:00:00,male,0-15,7,1342
Centre Saint Martial,H&M,2023-02-01 14:00:00,male,60+,3,1459
Centre Saint Martial,H&M,2023-02-01 14:00:00,female,60+,3,1459
Centre Saint Martial,H&M,2023-02-01 14:00:00,female,15-30,3,1459
Centre Saint Martial,H&M,2023-02-01 15:00:00,unknown,0-15,2,1803
Centre Saint Martial,H&M,2023-02-01 15:00:00,female,60+,2,1803
Centre Saint Martial,H&M,2023-02-01 16:00:00,unknown,60+,3,1184
Centre Saint Martial,H&M,2023-02-01 16:00:00,male,60+,3,1184
Centre Saint Martial,H&M,2023-02-01 16:00:00,unknown,30-60,3,1184
Centre Saint Martial,H&M,2023-02-01 17:00:00,female,60+,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,female,30-60,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,male,60+,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,unknown,60+,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,unknown,30-60,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,unknown,15-30,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,male,30-60,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,male,30-60,18,1386
Centre Saint Martial,H&M,2023-02-01 17:00:00,unknown,15-30,18,1386
